hdop,satellites,vibration_x,gps_trust_score,action_taken,scenario
3.28,15,0.313,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
3.08,16,0.057,0.5675,CAUTION,Poor_GPS
2.59,13,0.04,0.5925,CAUTION,Poor_GPS
2.07,19,0.044,0.68,CAUTION,Medium_GPS
2.41,14,0.206,0.5525,CAUTION,Medium_GPS
0.7,6,0.532,0.565,CAUTION,Good_GPS
1.14,22,0.428,0.8325,CAUTION,Good_GPS
1.23,22,0.24,0.765,CAUTION,Good_GPS
2.47,10,0.518,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
3.25,19,0.026,0.5675,CAUTION,Poor_GPS
1.51,18,0.666,0.68,CAUTION,Medium_GPS
1.05,9,0.064,0.68,CAUTION,Good_GPS
1.35,19,0.576,0.68,CAUTION,Good_GPS
3.48,9,0.509,0.32,SWITCH_TO_NON_GPS,Poor_GPS
2.31,9,0.664,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
3.0,15,0.399,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.84,12,0.052,0.5925,CAUTION,Poor_GPS
1.51,17,0.436,0.73,CAUTION,Medium_GPS
1.66,20,0.068,0.805,CAUTION,Medium_GPS
2.11,12,0.077,0.5925,CAUTION,Medium_GPS
2.33,6,0.099,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
0.86,20,0.432,0.8325,CAUTION,Good_GPS
2.19,14,0.459,0.5525,CAUTION,Medium_GPS
1.23,14,0.664,0.5925,CAUTION,Good_GPS
1.14,12,0.313,0.71,CAUTION,Good_GPS
0.9,17,0.028,0.8375,CAUTION,Good_GPS
2.85,20,0.013,0.715,CAUTION,Poor_GPS
3.16,6,0.444,0.3,SWITCH_TO_NON_GPS,Poor_GPS
3.37,16,0.194,0.5675,CAUTION,Poor_GPS
3.34,13,0.156,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.53,8,0.082,0.725,CAUTION,Good_GPS
1.77,13,0.023,0.6825,CAUTION,Medium_GPS
1.61,17,0.135,0.77,CAUTION,Medium_GPS
2.2,17,0.14,0.68,CAUTION,Medium_GPS
0.52,18,0.385,0.8425,CAUTION,Good_GPS
0.69,21,0.15,0.9175,GPS_OK,Excellent_GPS
0.59,9,0.405,0.685,CAUTION,Good_GPS
3.22,14,0.598,0.39,SWITCH_TO_NON_GPS,Poor_GPS
0.77,11,0.101,0.795,CAUTION,Good_GPS
1.91,21,0.753,0.715,CAUTION,Medium_GPS
1.78,8,0.035,0.6125,CAUTION,Medium_GPS
2.13,14,0.319,0.5525,CAUTION,Medium_GPS
0.83,6,0.379,0.57,CAUTION,Good_GPS
0.66,21,0.023,0.9175,GPS_OK,Excellent_GPS
1.72,8,0.19,0.6125,CAUTION,Medium_GPS
3.33,10,0.487,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.41,22,0.778,0.715,CAUTION,Good_GPS
3.06,8,0.527,0.32,SWITCH_TO_NON_GPS,Poor_GPS
3.33,8,0.725,0.32,SWITCH_TO_NON_GPS,Poor_GPS
1.59,17,0.636,0.68,CAUTION,Medium_GPS
3.17,11,0.558,0.39,SWITCH_TO_NON_GPS,Poor_GPS
0.6,11,0.718,0.705,CAUTION,Good_GPS
1.44,8,0.038,0.6125,CAUTION,Good_GPS
0.57,16,0.173,0.8825,GPS_OK,Good_GPS
2.65,8,0.437,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.29,22,0.916,0.715,CAUTION,Good_GPS
2.9,14,0.279,0.5525,CAUTION,Poor_GPS
1.96,16,0.042,0.77,CAUTION,Medium_GPS
3.5,16,0.653,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.63,12,0.164,0.5925,CAUTION,Poor_GPS
1.53,11,0.468,0.6425,CAUTION,Medium_GPS
1.74,16,0.391,0.73,CAUTION,Medium_GPS
0.55,8,0.24,0.685,CAUTION,Good_GPS
1.44,16,0.274,0.73,CAUTION,Good_GPS
1.71,15,0.605,0.68,CAUTION,Medium_GPS
1.21,12,0.571,0.5925,CAUTION,Good_GPS
0.78,9,0.11,0.725,CAUTION,Good_GPS
2.34,13,0.191,0.5925,CAUTION,Medium_GPS
3.15,12,0.498,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.31,19,0.256,0.73,CAUTION,Good_GPS
3.02,10,0.565,0.39,SWITCH_TO_NON_GPS,Poor_GPS
3.11,12,0.144,0.48,SWITCH_TO_NON_GPS,Poor_GPS
3.25,10,0.073,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.12,16,0.231,0.64,CAUTION,Medium_GPS
1.02,18,0.289,0.7975,CAUTION,Good_GPS
1.01,9,0.614,0.59,CAUTION,Good_GPS
2.5,13,0.189,0.5925,CAUTION,Poor_GPS
3.28,6,0.203,0.3,SWITCH_TO_NON_GPS,Poor_GPS
0.69,17,0.103,0.8825,GPS_OK,Good_GPS
2.3,19,0.17,0.68,CAUTION,Medium_GPS
3.14,12,0.499,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.34,7,0.411,0.5725,CAUTION,Good_GPS
0.51,17,0.665,0.7925,CAUTION,Good_GPS
2.06,17,0.615,0.59,CAUTION,Medium_GPS
2.79,22,0.267,0.675,CAUTION,Poor_GPS
2.19,11,0.116,0.5925,CAUTION,Medium_GPS
2.42,10,0.6,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
0.89,12,0.153,0.75,CAUTION,Good_GPS
0.68,20,0.483,0.8775,GPS_OK,Excellent_GPS
1.16,11,0.982,0.66,CAUTION,Good_GPS
3.3,9,0.633,0.32,SWITCH_TO_NON_GPS,Poor_GPS
1.81,6,0.148,0.5425,SWITCH_TO_NON_GPS,Medium_GPS
2.01,9,0.626,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
1.84,12,0.741,0.5925,CAUTION,Medium_GPS
0.89,8,0.048,0.68,CAUTION,Good_GPS
1.45,12,0.34,0.6425,CAUTION,Good_GPS
1.98,14,0.699,0.5925,CAUTION,Medium_GPS
0.57,20,0.173,0.9175,GPS_OK,Excellent_GPS
0.56,8,0.548,0.635,CAUTION,Good_GPS
2.29,15,0.146,0.68,CAUTION,Medium_GPS
3.48,7,0.745,0.32,SWITCH_TO_NON_GPS,Poor_GPS
2.85,9,0.45,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
0.59,6,0.264,0.615,CAUTION,Good_GPS
1.42,14,0.452,0.6425,CAUTION,Good_GPS
1.57,16,0.439,0.73,CAUTION,Medium_GPS
0.81,18,0.052,0.8375,CAUTION,Good_GPS
1.27,20,0.624,0.715,CAUTION,Good_GPS
1.47,14,0.234,0.6425,CAUTION,Good_GPS
2.68,22,0.593,0.625,CAUTION,Poor_GPS
1.09,18,0.241,0.7975,CAUTION,Good_GPS
1.19,11,0.35,0.71,CAUTION,Good_GPS
3.12,22,0.483,0.5625,CAUTION,Poor_GPS
2.27,12,0.255,0.5525,CAUTION,Medium_GPS
3.03,17,0.742,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.62,10,0.253,0.6425,CAUTION,Medium_GPS
1.36,20,0.22,0.765,CAUTION,Good_GPS
2.16,18,0.481,0.64,CAUTION,Medium_GPS
0.7,15,0.072,0.8825,GPS_OK,Good_GPS
1.65,16,0.045,0.77,CAUTION,Medium_GPS
1.31,21,0.2,0.765,CAUTION,Good_GPS
0.59,14,0.299,0.755,CAUTION,Good_GPS
1.84,13,0.502,0.5925,CAUTION,Medium_GPS
1.59,10,0.438,0.6425,CAUTION,Medium_GPS
2.81,15,0.384,0.64,CAUTION,Poor_GPS
0.95,6,0.424,0.57,CAUTION,Good_GPS
3.25,10,0.222,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.72,21,0.365,0.675,CAUTION,Poor_GPS
1.76,11,0.109,0.6825,CAUTION,Medium_GPS
3.21,7,0.189,0.41,SWITCH_TO_NON_GPS,Poor_GPS
1.27,21,0.286,0.765,CAUTION,Good_GPS
3.14,16,0.314,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.22,19,0.316,0.64,CAUTION,Medium_GPS
1.97,21,0.028,0.805,CAUTION,Medium_GPS
3.28,11,0.38,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.72,16,0.74,0.59,CAUTION,Poor_GPS
1.54,17,0.085,0.77,CAUTION,Medium_GPS
1.85,13,0.417,0.6425,CAUTION,Medium_GPS
3.41,15,0.134,0.5675,CAUTION,Poor_GPS
3.06,13,0.151,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.82,16,0.051,0.68,CAUTION,Poor_GPS
0.6,12,0.73,0.705,CAUTION,Good_GPS
2.72,8,0.469,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
0.81,11,0.263,0.71,CAUTION,Good_GPS
2.66,14,0.316,0.5525,CAUTION,Poor_GPS
1.63,14,0.324,0.6425,CAUTION,Medium_GPS
2.79,18,0.187,0.68,CAUTION,Poor_GPS
1.17,13,0.076,0.75,CAUTION,Good_GPS
2.12,10,0.731,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.71,10,0.213,0.6425,CAUTION,Medium_GPS
2.73,13,0.153,0.5925,CAUTION,Poor_GPS
2.64,22,0.11,0.715,CAUTION,Poor_GPS
2.3,11,0.357,0.5525,CAUTION,Medium_GPS
2.03,8,0.554,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
1.29,18,0.09,0.77,CAUTION,Good_GPS
3.37,22,0.267,0.5625,CAUTION,Poor_GPS
3.43,7,0.088,0.41,SWITCH_TO_NON_GPS,Poor_GPS
0.62,6,0.163,0.655,CAUTION,Good_GPS
1.1,6,0.249,0.57,CAUTION,Good_GPS
2.04,16,0.285,0.64,CAUTION,Medium_GPS
2.31,12,0.471,0.5525,CAUTION,Medium_GPS
0.63,22,0.435,0.8775,GPS_OK,Excellent_GPS
1.14,16,0.247,0.7975,CAUTION,Good_GPS
1.31,21,0.387,0.765,CAUTION,Good_GPS
2.8,17,0.189,0.68,CAUTION,Poor_GPS
2.95,10,0.663,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.94,19,0.526,0.59,CAUTION,Poor_GPS
1.29,21,0.367,0.765,CAUTION,Good_GPS
2.54,21,0.408,0.675,CAUTION,Poor_GPS
3.1,6,0.36,0.3,SWITCH_TO_NON_GPS,Poor_GPS
0.88,10,0.242,0.71,CAUTION,Good_GPS
2.9,21,0.726,0.625,CAUTION,Poor_GPS
2.56,7,0.479,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.9,18,0.145,0.77,CAUTION,Medium_GPS
3.31,7,0.255,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.17,21,0.135,0.715,CAUTION,Medium_GPS
2.0,9,0.254,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.54,10,0.184,0.795,CAUTION,Good_GPS
1.79,17,0.499,0.73,CAUTION,Medium_GPS
1.22,13,0.465,0.6425,CAUTION,Good_GPS
1.87,15,0.296,0.73,CAUTION,Medium_GPS
2.81,20,0.251,0.675,CAUTION,Poor_GPS
1.97,8,0.614,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.25,21,0.379,0.675,CAUTION,Medium_GPS
0.9,11,0.103,0.75,CAUTION,Good_GPS
1.32,16,0.246,0.73,CAUTION,Good_GPS
1.48,18,0.233,0.73,CAUTION,Good_GPS
3.1,12,0.23,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.97,6,0.309,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
1.0,11,0.268,0.71,CAUTION,Good_GPS
3.3,15,0.254,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.29,8,0.368,0.5725,CAUTION,Good_GPS
2.63,20,0.595,0.625,CAUTION,Poor_GPS
2.13,22,0.007,0.715,CAUTION,Medium_GPS
1.01,10,0.341,0.71,CAUTION,Good_GPS
0.54,9,0.816,0.635,CAUTION,Good_GPS
2.83,12,0.237,0.5525,CAUTION,Poor_GPS
1.94,8,0.194,0.6125,CAUTION,Medium_GPS
2.76,22,0.176,0.715,CAUTION,Poor_GPS
0.77,14,0.538,0.705,CAUTION,Good_GPS
2.77,22,0.332,0.675,CAUTION,Poor_GPS
0.84,10,0.108,0.75,CAUTION,Good_GPS
1.1,7,0.744,0.59,CAUTION,Good_GPS
1.94,16,0.4,0.73,CAUTION,Medium_GPS
2.15,9,0.078,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.57,13,0.062,0.5925,CAUTION,Poor_GPS
2.01,13,0.546,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.62,11,0.277,0.5525,CAUTION,Poor_GPS
1.92,15,0.021,0.77,CAUTION,Medium_GPS
1.4,19,0.124,0.77,CAUTION,Good_GPS
1.68,15,0.321,0.73,CAUTION,Medium_GPS
1.99,15,0.422,0.73,CAUTION,Medium_GPS
2.72,18,0.537,0.59,CAUTION,Poor_GPS
2.05,22,0.126,0.715,CAUTION,Medium_GPS
2.46,10,0.244,0.5525,CAUTION,Medium_GPS
1.57,18,0.042,0.77,CAUTION,Medium_GPS
0.77,10,0.574,0.705,CAUTION,Good_GPS
1.2,17,0.431,0.73,CAUTION,Good_GPS
0.63,11,0.221,0.755,CAUTION,Good_GPS
2.3,18,0.248,0.64,CAUTION,Medium_GPS
2.92,9,0.486,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
2.53,10,0.207,0.5525,CAUTION,Poor_GPS
3.1,21,0.384,0.5625,CAUTION,Poor_GPS
3.25,17,0.614,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.21,9,0.194,0.6125,CAUTION,Good_GPS
1.74,7,0.631,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.87,19,0.16,0.77,CAUTION,Medium_GPS
1.51,22,0.043,0.805,CAUTION,Medium_GPS
0.9,10,0.212,0.71,CAUTION,Good_GPS
1.0,7,0.183,0.68,CAUTION,Good_GPS
1.9,15,0.158,0.77,CAUTION,Medium_GPS
1.99,22,0.305,0.765,CAUTION,Medium_GPS
2.13,9,0.679,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
3.31,19,0.561,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
3.43,12,0.077,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.99,22,0.025,0.8725,GPS_OK,Good_GPS
0.94,21,0.349,0.8325,CAUTION,Good_GPS
1.62,15,0.087,0.77,CAUTION,Medium_GPS
0.85,16,0.185,0.8375,CAUTION,Good_GPS
1.65,8,0.233,0.5725,CAUTION,Medium_GPS
2.66,9,0.349,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
2.7,12,0.397,0.5525,CAUTION,Poor_GPS
1.3,17,0.192,0.77,CAUTION,Good_GPS
1.78,11,0.272,0.6425,CAUTION,Medium_GPS
2.06,17,0.489,0.64,CAUTION,Medium_GPS
0.99,6,0.302,0.57,CAUTION,Good_GPS
2.45,15,0.542,0.59,CAUTION,Medium_GPS
1.76,13,0.866,0.5925,CAUTION,Medium_GPS
1.05,13,0.475,0.71,CAUTION,Good_GPS
3.13,17,0.43,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
3.45,6,0.926,0.25,SWITCH_TO_NON_GPS,Poor_GPS
1.47,22,0.579,0.715,CAUTION,Good_GPS
1.72,8,0.058,0.6125,CAUTION,Medium_GPS
2.63,16,0.244,0.64,CAUTION,Poor_GPS
1.77,21,0.148,0.805,CAUTION,Medium_GPS
1.22,22,0.311,0.765,CAUTION,Good_GPS
1.63,21,0.288,0.765,CAUTION,Medium_GPS
0.79,8,0.278,0.685,CAUTION,Good_GPS
3.06,19,0.407,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.24,17,0.333,0.64,CAUTION,Medium_GPS
0.83,7,0.607,0.59,CAUTION,Good_GPS
3.12,19,0.717,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
0.69,15,0.386,0.8425,CAUTION,Good_GPS
2.58,22,0.145,0.715,CAUTION,Poor_GPS
1.96,22,0.064,0.805,CAUTION,Medium_GPS
3.4,22,0.098,0.6025,CAUTION,Poor_GPS
3.07,17,0.2,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.74,8,0.092,0.725,CAUTION,Good_GPS
1.56,22,0.343,0.765,CAUTION,Medium_GPS
1.3,16,0.776,0.68,CAUTION,Good_GPS
1.26,19,0.08,0.77,CAUTION,Good_GPS
3.01,6,0.747,0.25,SWITCH_TO_NON_GPS,Poor_GPS
3.39,21,0.04,0.6025,CAUTION,Poor_GPS
2.01,12,0.135,0.5925,CAUTION,Medium_GPS
3.49,10,0.142,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.72,22,0.213,0.8775,GPS_OK,Excellent_GPS
1.54,20,0.209,0.765,CAUTION,Medium_GPS
2.95,11,0.19,0.5925,CAUTION,Poor_GPS
1.4,8,0.669,0.5225,SWITCH_TO_NON_GPS,Good_GPS
2.1,22,0.395,0.675,CAUTION,Medium_GPS
1.99,12,0.087,0.6825,CAUTION,Medium_GPS
2.15,13,0.938,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.89,11,0.462,0.5525,CAUTION,Poor_GPS
1.8,8,0.47,0.5725,CAUTION,Medium_GPS
2.46,15,0.513,0.59,CAUTION,Medium_GPS
1.17,19,0.428,0.7975,CAUTION,Good_GPS
2.14,21,0.181,0.715,CAUTION,Medium_GPS
1.15,12,0.643,0.66,CAUTION,Good_GPS
1.37,9,0.354,0.5725,CAUTION,Good_GPS
1.51,15,0.307,0.73,CAUTION,Medium_GPS
2.21,18,0.346,0.64,CAUTION,Medium_GPS
1.74,20,0.467,0.765,CAUTION,Medium_GPS
2.82,17,0.415,0.64,CAUTION,Poor_GPS
3.33,22,0.105,0.6025,CAUTION,Poor_GPS
2.28,18,0.093,0.68,CAUTION,Medium_GPS
3.32,13,0.386,0.44,SWITCH_TO_NON_GPS,Poor_GPS
0.57,9,0.137,0.725,CAUTION,Good_GPS
2.13,8,0.067,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.57,15,0.105,0.77,CAUTION,Medium_GPS
1.35,9,0.535,0.5225,SWITCH_TO_NON_GPS,Good_GPS
1.4,22,0.215,0.765,CAUTION,Good_GPS
3.05,16,0.135,0.5675,CAUTION,Poor_GPS
0.73,10,0.426,0.755,CAUTION,Good_GPS
3.02,6,0.227,0.3,SWITCH_TO_NON_GPS,Poor_GPS
3.44,22,0.176,0.6025,CAUTION,Poor_GPS
2.3,6,0.398,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
2.91,14,0.2,0.5525,CAUTION,Poor_GPS
0.88,21,0.071,0.8725,GPS_OK,Good_GPS
2.07,16,0.607,0.59,CAUTION,Medium_GPS
2.31,8,0.642,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
2.4,14,0.733,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.57,10,0.508,0.5925,CAUTION,Medium_GPS
2.36,8,0.23,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.53,8,0.126,0.6125,CAUTION,Medium_GPS
2.7,16,0.385,0.64,CAUTION,Poor_GPS
1.21,10,0.212,0.6425,CAUTION,Good_GPS
3.33,15,0.231,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.98,22,0.487,0.675,CAUTION,Poor_GPS
3.02,16,0.136,0.5675,CAUTION,Poor_GPS
2.21,16,0.052,0.68,CAUTION,Medium_GPS
3.15,8,0.367,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.88,16,0.744,0.68,CAUTION,Medium_GPS
1.88,10,0.129,0.6825,CAUTION,Medium_GPS
1.28,15,0.389,0.73,CAUTION,Good_GPS
2.25,16,0.752,0.59,CAUTION,Medium_GPS
3.43,7,0.577,0.32,SWITCH_TO_NON_GPS,Poor_GPS
2.61,11,0.115,0.5925,CAUTION,Poor_GPS
3.33,13,0.241,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.09,19,0.171,0.8375,CAUTION,Good_GPS
0.9,20,0.399,0.8325,CAUTION,Good_GPS
2.91,17,0.24,0.64,CAUTION,Poor_GPS
2.91,12,0.417,0.5525,CAUTION,Poor_GPS
2.45,17,0.101,0.68,CAUTION,Medium_GPS
3.45,20,0.084,0.6025,CAUTION,Poor_GPS
0.89,16,0.089,0.8375,CAUTION,Good_GPS
2.62,11,0.452,0.5525,CAUTION,Poor_GPS
2.62,20,0.549,0.625,CAUTION,Poor_GPS
0.89,18,0.351,0.7975,CAUTION,Good_GPS
1.57,17,0.382,0.73,CAUTION,Medium_GPS
1.57,6,0.378,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.62,13,0.583,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
1.58,21,0.843,0.715,CAUTION,Medium_GPS
2.75,22,0.202,0.675,CAUTION,Poor_GPS
2.18,21,0.225,0.675,CAUTION,Medium_GPS
3.25,9,0.166,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.72,7,0.113,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
3.09,7,0.181,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.83,15,0.441,0.64,CAUTION,Poor_GPS
1.04,15,0.2,0.7975,CAUTION,Good_GPS
2.46,11,0.255,0.5525,CAUTION,Medium_GPS
2.13,19,0.372,0.64,CAUTION,Medium_GPS
0.65,22,0.13,0.9175,GPS_OK,Excellent_GPS
1.03,14,0.36,0.71,CAUTION,Good_GPS
2.6,18,0.332,0.64,CAUTION,Poor_GPS
3.22,20,0.06,0.6025,CAUTION,Poor_GPS
2.78,19,0.691,0.59,CAUTION,Poor_GPS
2.92,22,0.277,0.675,CAUTION,Poor_GPS
2.48,18,0.287,0.64,CAUTION,Medium_GPS
0.99,14,0.048,0.75,CAUTION,Good_GPS
2.01,13,0.124,0.5925,CAUTION,Medium_GPS
1.78,19,0.289,0.73,CAUTION,Medium_GPS
3.16,19,0.328,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.69,21,0.179,0.9175,GPS_OK,Excellent_GPS
0.67,22,0.353,0.8775,GPS_OK,Excellent_GPS
1.43,10,0.066,0.6825,CAUTION,Good_GPS
0.93,15,0.422,0.7975,CAUTION,Good_GPS
2.25,9,0.349,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.7,14,0.313,0.6425,CAUTION,Medium_GPS
2.49,20,0.31,0.675,CAUTION,Medium_GPS
2.78,8,0.49,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.69,10,0.057,0.6825,CAUTION,Medium_GPS
3.43,14,0.43,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.44,15,0.459,0.64,CAUTION,Medium_GPS
2.54,12,0.565,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
1.03,7,0.517,0.59,CAUTION,Good_GPS
1.81,8,0.058,0.6125,CAUTION,Medium_GPS
2.35,12,0.02,0.5925,CAUTION,Medium_GPS
1.19,6,0.467,0.57,CAUTION,Good_GPS
0.99,15,0.394,0.7975,CAUTION,Good_GPS
3.01,14,0.309,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.05,22,0.131,0.6025,CAUTION,Poor_GPS
2.25,19,0.262,0.64,CAUTION,Medium_GPS
1.07,17,0.037,0.8375,CAUTION,Good_GPS
3.0,20,0.096,0.6025,CAUTION,Poor_GPS
0.79,18,0.187,0.8825,GPS_OK,Good_GPS
1.28,15,0.042,0.77,CAUTION,Good_GPS
2.84,20,0.12,0.715,CAUTION,Poor_GPS
3.12,22,0.506,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
1.25,17,0.353,0.73,CAUTION,Good_GPS
1.44,12,0.041,0.6825,CAUTION,Good_GPS
3.39,7,0.277,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.09,14,0.57,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.45,22,0.431,0.765,CAUTION,Good_GPS
1.68,7,0.337,0.5725,CAUTION,Medium_GPS
2.07,10,0.309,0.5525,CAUTION,Medium_GPS
3.43,16,0.395,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.75,10,0.547,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.91,16,0.449,0.64,CAUTION,Poor_GPS
2.95,13,0.192,0.5925,CAUTION,Poor_GPS
2.15,15,0.254,0.64,CAUTION,Medium_GPS
2.39,10,0.232,0.5525,CAUTION,Medium_GPS
3.29,12,0.218,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.64,11,0.401,0.5525,CAUTION,Poor_GPS
2.34,9,0.398,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.85,15,0.749,0.7475,CAUTION,Good_GPS
1.3,12,0.345,0.6425,CAUTION,Good_GPS
2.35,13,0.269,0.5525,CAUTION,Medium_GPS
2.09,6,0.557,0.3625,SWITCH_TO_NON_GPS,Medium_GPS
2.89,9,0.084,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
1.14,18,0.639,0.7475,CAUTION,Good_GPS
1.51,22,0.079,0.805,CAUTION,Medium_GPS
3.47,7,0.397,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.77,20,0.724,0.625,CAUTION,Poor_GPS
1.15,18,0.222,0.7975,CAUTION,Good_GPS
1.09,16,0.176,0.8375,CAUTION,Good_GPS
1.95,17,0.365,0.73,CAUTION,Medium_GPS
1.4,12,0.312,0.6425,CAUTION,Good_GPS
1.3,19,0.031,0.77,CAUTION,Good_GPS
2.21,11,0.579,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.53,6,0.297,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.03,7,0.149,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
0.71,14,0.463,0.755,CAUTION,Good_GPS
2.76,22,0.213,0.675,CAUTION,Poor_GPS
1.16,18,0.698,0.7475,CAUTION,Good_GPS
0.56,8,0.33,0.685,CAUTION,Good_GPS
3.19,20,0.411,0.5625,CAUTION,Poor_GPS
2.65,22,0.085,0.715,CAUTION,Poor_GPS
3.01,12,0.23,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.03,15,0.015,0.68,CAUTION,Medium_GPS
2.47,17,0.216,0.64,CAUTION,Medium_GPS
1.72,11,0.277,0.6425,CAUTION,Medium_GPS
0.93,13,0.116,0.75,CAUTION,Good_GPS
2.06,10,0.133,0.5925,CAUTION,Medium_GPS
3.38,13,0.267,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.98,18,0.62,0.68,CAUTION,Medium_GPS
1.22,13,0.043,0.6825,CAUTION,Good_GPS
1.16,10,0.491,0.71,CAUTION,Good_GPS
1.75,22,0.346,0.765,CAUTION,Medium_GPS
2.33,21,0.385,0.675,CAUTION,Medium_GPS
2.31,15,0.298,0.64,CAUTION,Medium_GPS
1.6,10,0.103,0.6825,CAUTION,Medium_GPS
0.78,11,0.426,0.755,CAUTION,Good_GPS
1.45,12,0.649,0.5925,CAUTION,Good_GPS
0.89,12,0.362,0.71,CAUTION,Good_GPS
2.74,19,0.266,0.64,CAUTION,Poor_GPS
1.22,13,0.352,0.6425,CAUTION,Good_GPS
2.53,8,0.142,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
1.59,8,0.256,0.5725,CAUTION,Medium_GPS
2.96,19,0.204,0.64,CAUTION,Poor_GPS
1.92,22,0.196,0.805,CAUTION,Medium_GPS
2.14,12,0.444,0.5525,CAUTION,Medium_GPS
0.68,14,0.391,0.755,CAUTION,Good_GPS
0.66,18,0.993,0.7925,CAUTION,Good_GPS
2.72,21,0.402,0.675,CAUTION,Poor_GPS
0.84,12,0.276,0.71,CAUTION,Good_GPS
2.38,10,0.214,0.5525,CAUTION,Medium_GPS
2.65,22,0.039,0.715,CAUTION,Poor_GPS
2.86,15,0.211,0.64,CAUTION,Poor_GPS
0.52,11,0.026,0.795,CAUTION,Good_GPS
